transaction_id,product_name,product_category,quantity,unit_price,total_price,customer_name,customer_email,purchase_date,payment_method,City,Order_status
185,Maple Cinnamon Granola,Food - Cereals,15,76.82,425.23,Masha Priscott,mpriscott54@shareasale.com,9/24/2025,Gift card,Chennai,shipped
186,Garden Tool Set with Carrying Bag,Garden,97,65.76,216.23,Hedvig Seppey,hseppey55@mediafire.com,11/1/2022,Gift card,Ahmedabad,refunded
187,Bamboo Utensil Holder,Kitchen,35,93.39,799.05,Estell Elmhirst,eelmhirst56@usatoday.com,9/4/2020,Gift card,Pune,delivered
188,Outdoor Adventure Backpack,Outdoor,86,9.87,900.96,Myer Wardrop,mwardrop57@istockphoto.com,12/4/2024,credit card,Hyderabad,on hold
189,Fitness Tracker Watch,Wearable Tech,43,72.65,658.55,Joanie Conway,jconway58@biblegateway.com,7/6/2025,PayPal,Hyderabad,backordered
190,Organic Whole Grain Oats,Food - Breakfast,53,91.44,50.3,Mac Manuaud,mmanuaud59@zdnet.com,7/17/2022,Google Pay,Hyderabad,backordered
191,Beef Chili,Food - Canned Goods,11,38.09,662.91,Pennie Necrews,pnecrews5a@wisc.edu,4/23/2022,Gift card,Lucknow,completed
192,Classic BBQ Sauce,Food - Condiments,52,71.66,410.55,Gillian Jacobbe,gjacobbe5b@alibaba.com,11/30/2025,Google Pay,Bangalore,pending
193,Organic Coconut Flour,Food - Baking,50,33.13,738.63,Rivalee Acklands,racklands5c@fastcompany.com,10/26/2023,Cash,Mumbai,returned
194,Honey Sesame Cashews,Food - Snacks,25,15.07,857.73,Phineas Harlow,pharlow5d@java.com,8/19/2020,Cash,Delhi,pending
195,Crispy Tofu Bites,Food - Protein,11,42.69,483.51,Lena Campbell-Dunlop,lcampbelldunlop5e@netlog.com,9/6/2026,Google Pay,Kolkata,cancelled
196,Home Office Chair,Furniture,10,94.56,669.93,Diann Nutman,dnutman5f@archive.org,4/3/2021,Apple Pay,Delhi,returned
197,Gluten-Free Biscuits,Food - Baking,97,35.4,511.05,Northrup Burborough,nburborough5g@cloudflare.com,4/2/2023,credit card,Chennai,shipped
198,Adjustable Yoga Mat Strap,Fitness,88,89.12,494.69,Winnifred Conroy,wconroy5h@tripadvisor.com,2/19/2021,PayPal,Delhi,returned
199,Vegetable Stir-Fry Sauce,Food - Sauces,37,47.24,106.14,Elberta Immins,eimmins5i@ox.ac.uk,3/30/2022,Apple Pay,Lucknow,shipped
200,Cat Scratching Post with Toys,Pets,71,75.09,662.4,Cordell Starling,cstarling5j@woothemes.com,2/26/2026,Google Pay,Bangalore,backordered
201,Heavy Duty Gardening Tool Set,Garden,84,24.77,62.27,Pavlov Gillford,pgillford5k@over-blog.com,2/4/2025,Gift card,Lucknow,on hold
202,Sweet BBQ Dipping Sauce,Food - Condiments,99,82.8,859.48,Osborn Walrond,owalrond5l@ehow.com,7/22/2021,Gift card,Jaipur,processing
203,Adjustable Garden Rake,Garden,25,93.12,796.89,Panchito Tubby,ptubby5m@livejournal.com,9/27/2020,Apple Pay,Delhi,processing
204,Honey Garlic Shrimp,Food - Seafood,42,70.25,818.73,Moise Bubear,mbubear5n@sakura.ne.jp,9/13/2024,Apple Pay,Pune,delivered
205,Ground Turkey,Food - Meat,18,75.94,634.58,Raddie Brosnan,rbrosnan5o@rambler.ru,5/29/2023,PayPal,Kolkata,refunded
206,Mini Electric Kettle,Kitchen,20,13.25,759.75,Doti Siddell,dsiddell5p@wikipedia.org,2/11/2023,Apple Pay,Kolkata,returned
207,Fitness Tracker Band,Fitness,27,14.0,870.18,Ulrich Randalston,urandalston5q@bbb.org,11/20/2025,Google Pay,Pune,delivered
208,Magnetic Phone Car Mount,Automotive,44,54.2,460.5,Bethany Peregrine,bperegrine5r@histats.com,7/3/2021,credit card,Delhi,completed
209,Basil Pesto Pasta,Food - Prepared Meals,19,45.21,261.88,Rod Crummie,rcrummie5s@dell.com,11/10/2026,PayPal,Lucknow,pending
210,Trainers with Mesh Inserts,Clothing - Footwear,33,29.29,466.5,Javier Viggers,jviggers5t@archive.org,8/31/2020,credit card,Lucknow,delivered
211,Balsamic Fig Dressing,Food - Condiments,39,66.56,476.89,Maurits Mompesson,mmompesson5u@google.ca,2/6/2026,Gift card,Bangalore,on hold
212,Almond Milk Yogurt,Food - Dairy Alternatives,33,31.17,352.8,Mariette Baseggio,mbaseggio5v@zimbio.com,1/25/2022,Apple Pay,Delhi,pending
213,Smart Scale,Health,82,38.07,909.96,Llewellyn Buzin,lbuzin5w@amazon.co.jp,2/12/2023,Cash,Ahmedabad,processing
214,Vegan Mayonnaise,Food - Condiments,47,81.62,974.83,Juliana Brazier,jbrazier5x@apple.com,3/9/2020,Cash,Delhi,completed
215,Californian Raisins,Food - Dried Fruits,30,33.04,325.78,Max Lycett,mlycett5y@etsy.com,3/28/2023,PayPal,Mumbai,returned
216,Wireless Wi-Fi Extender,Electronics,54,65.13,734.3,Shayna McAughtry,smcaughtry5z@amazonaws.com,4/18/2023,Google Pay,Pune,cancelled
217,Kale Salad with Lemon Dressing,Food - Salads,4,35.51,351.64,Jeniece Cleeton,jcleeton60@blogs.com,1/27/2026,Google Pay,Kolkata,shipped
218,Laptop Sleeve,Accessories,92,88.0,714.03,Eddie Rosenkrantz,erosenkrantz61@oakley.com,10/1/2024,Google Pay,Bangalore,on hold
219,Cranberry Almond Biscotti,Food - Bakery,62,82.63,347.45,Mace Penticoot,mpenticoot62@baidu.com,3/20/2021,Cash,Chennai,on hold
220,Apple Pie Filling,Food - Canned Goods,46,74.51,981.78,Perla Purkess,ppurkess63@blogspot.com,10/9/2022,Google Pay,Lucknow,cancelled
221,Classic Minestrone Soup,Food - Soups,100,22.39,571.63,Noland McPaike,nmcpaike64@yolasite.com,12/5/2022,Apple Pay,Lucknow,on hold
222,Electric Rice Cooker,Kitchen,12,29.28,900.78,Susanna Lind,slind65@washingtonpost.com,6/1/2026,PayPal,Delhi,refunded
223,Chocolate Chip Pancake Mix,Food - Bakery,35,57.4,957.52,Gav Sybe,gsybe66@businesswire.com,7/23/2022,Google Pay,Pune,completed
224,Herbal Tea Variety Pack,Food - Beverages,84,12.21,476.0,Gunar Reightley,greightley67@oracle.com,8/3/2026,Gift card,Jaipur,refunded
225,Butternut Squash Ravioli,Food - Frozen Foods,54,96.81,674.85,Cammy Muldownie,cmuldownie68@discuz.net,4/25/2024,Google Pay,Pune,delivered
226,Pesto Pasta Sauce,Food - Sauces,69,17.52,486.73,Wilow Hutley,whutley69@scribd.com,11/1/2020,Apple Pay,Pune,processing
227,Digital Wireless Camera,Home Security,11,57.47,17.97,Berte Vicioso,bvicioso6a@dmoz.org,7/10/2022,PayPal,Bangalore,cancelled
228,Wild Rice Pilaf,Food - Grains,33,42.85,654.43,Rhona Klein,rklein6b@netlog.com,4/30/2021,Apple Pay,Chennai,refunded
229,Thai Peanut Noodles,Food - Pasta,73,68.29,309.28,Maximilianus Canaan,mcanaan6c@cbc.ca,5/25/2020,credit card,Lucknow,on hold
230,Electric Skillet,Kitchen,89,41.87,702.18,Laureen Dawbury,ldawbury6d@canalblog.com,12/7/2021,Apple Pay,Delhi,refunded
231,Zesty Garlic Marinade,Food - Condiments,29,3.28,683.68,Dodi Mitchelmore,dmitchelmore6e@deliciousdays.com,1/13/2023,credit card,Lucknow,on hold
232,Set of Decorative Storage Bins,Home,55,93.33,880.01,Margret McDarmid,mmcdarmid6f@4shared.com,10/2/2020,credit card,Hyderabad,refunded
233,Kids' Outdoor Explorer Kit,Toys,62,75.37,204.6,Maisey Cheeld,mcheeld6g@slate.com,4/5/2025,Google Pay,Kolkata,backordered
234,Travel Luggage Scale,Travel,91,21.65,849.55,Antonetta Fowlestone,afowlestone6h@dailymail.co.uk,8/9/2023,credit card,Hyderabad,cancelled
235,LED Christmas Tree Lights,Home,27,93.06,808.6,Packston Pratt,ppratt6i@webeden.co.uk,7/2/2025,PayPal,Hyderabad,on hold
236,Rustic Italian Bread,Food - Bakery,35,25.53,52.66,Leela Mulqueen,lmulqueen6j@myspace.com,6/6/2022,Apple Pay,Kolkata,cancelled
237,Ultra-Thin Laptop Sleeve,Accessories,27,97.49,885.36,Hulda Tribe,htribe6k@loc.gov,6/18/2022,credit card,Hyderabad,refunded
238,Insulated Lunch Box,Kitchen,52,88.0,800.96,Tessie Boog,tboog6l@typepad.com,12/31/2024,Gift card,Mumbai,cancelled
239,Electric Butter Churn,Kitchen,24,10.73,281.58,Madella Griffey,mgriffey6m@domainmarket.com,1/17/2024,Gift card,Mumbai,cancelled
240,Vegetable Samosas,Food - Frozen,82,30.77,735.46,Leeanne Vahl,lvahl6n@google.es,8/26/2020,credit card,Delhi,pending
241,Pineapple Chunks (canned),Food - Fruits,50,62.6,874.37,Aveline Dauney,adauney6o@jimdo.com,10/20/2026,PayPal,Pune,shipped
242,Smartphone Tripod with Remote,Photography,74,50.47,236.76,Courtenay Misken,cmisken6p@pcworld.com,12/7/2021,Google Pay,Chennai,cancelled
243,Wild Rice Pilaf,Food - Grains,27,40.78,390.38,Mahmud Baldazzi,mbaldazzi6q@ycombinator.com,10/15/2026,Google Pay,Chennai,cancelled
244,Ricotta Cheese,Food - Dairy,80,86.17,715.26,Merrill Stickels,mstickels6r@multiply.com,8/24/2025,PayPal,Kolkata,cancelled
245,Adjustable Bar Stools,Furniture,100,62.27,132.77,Tris Arrighini,tarrighini6s@furl.net,5/10/2026,PayPal,Delhi,cancelled
246,Coconut Oil Spray,Food - Cooking Oils,9,90.9,475.82,Yolanda Tabour,ytabour6t@mit.edu,12/31/2023,credit card,Lucknow,on hold
247,Pumpkin Spice Pancake Mix,Food - Breakfast,51,74.22,150.02,Jerrilee Cowlin,jcowlin6u@opensource.org,9/14/2020,credit card,Hyderabad,pending
248,Cranberry Almond Biscotti,Food - Bakery,62,29.38,418.07,Adelind Treffry,atreffry6v@howstuffworks.com,10/15/2023,PayPal,Kolkata,processing
249,Over-The-Door Shoe Organizer,Home,35,11.45,459.6,Hayward Donwell,hdonwell6w@sourceforge.net,5/29/2021,Cash,Kolkata,refunded
250,Vegetable Chips,Food - Snacks,33,81.34,906.29,Idell Stearne,istearne6x@icq.com,1/29/2025,Cash,Lucknow,on hold
251,Garden Tool Set,Garden,20,7.96,362.93,Merrick Triplet,mtriplet6y@jugem.jp,12/5/2023,Cash,Bangalore,pending
252,Craft Beer Mustard,Food - Condiments,49,6.27,22.58,Justinn Watling,jwatling6z@dyndns.org,1/25/2025,credit card,Kolkata,pending
253,Spicy Tuna Rolls,Food - Seafood,26,46.37,215.67,Ferdy Gumbley,fgumbley70@msu.edu,9/17/2020,Cash,Mumbai,cancelled
254,Ready-to-Eat Chili,Food - Soups,29,28.85,436.95,Mariya Orviss,morviss71@google.co.jp,2/18/2020,credit card,Hyderabad,pending
255,Lemon Herb Quinoa,Food - Grains,88,29.57,904.96,Karlene Work,kwork72@businesswire.com,2/23/2026,Google Pay,Ahmedabad,cancelled
256,Smart Thermostat,Smart Home,27,2.41,435.9,Erhart Hannigan,ehannigan73@printfriendly.com,2/20/2020,PayPal,Kolkata,completed
257,Dried Cranberries,Food - Snacks,37,82.84,543.03,Shaw Sanbroke,ssanbroke74@biblegateway.com,9/15/2021,Google Pay,Jaipur,pending
258,Travel Pillow,Travel,23,5.01,161.75,Margi Frodsam,mfrodsam75@utexas.edu,11/14/2024,Cash,Hyderabad,returned
259,Electric Stool Heater,Home,61,48.49,984.8,Chev Ronnay,cronnay76@spotify.com,10/30/2023,Cash,Jaipur,delivered
260,Whipped Cream Cheese,Food - Dairy,53,21.07,333.95,Nathanial Wibrew,nwibrew77@gov.uk,7/14/2025,Cash,Jaipur,returned
261,Mediterranean Couscous Salad,Food - Salads,49,15.72,851.92,Jerrylee Apple,japple78@phpbb.com,9/17/2025,Gift card,Bangalore,returned
262,Gaming Mousepad,Gaming,53,55.58,108.82,Faunie Madeley,fmadeley79@macromedia.com,4/10/2026,Google Pay,Mumbai,backordered
263,Adjustable Dumbbells,Fitness,64,81.77,720.94,Sheryl Hebblewhite,shebblewhite7a@upenn.edu,1/30/2020,Gift card,Mumbai,returned
264,LED Christmas Lights,Home,26,39.63,53.68,Rosamund Naton,rnaton7b@networksolutions.com,6/17/2025,Apple Pay,Kolkata,shipped
265,Marinara Parmesan Baked Ziti,Food - Frozen Meals,51,30.36,827.86,Free Linning,flinning7c@booking.com,4/10/2026,PayPal,Lucknow,returned
266,Garden Hose,Garden,46,82.6,984.78,Vinnie Buzine,vbuzine7d@wired.com,6/25/2020,PayPal,Ahmedabad,delivered
267,Mini Air Hockey Table,Toys,73,25.89,730.66,Dyanna Scrowton,dscrowton7e@apache.org,9/9/2021,Apple Pay,Kolkata,backordered
268,Honeycrisp Apple Chips,Food - Snacks,52,55.04,615.62,Harp Goldthorpe,hgoldthorpe7f@comsenz.com,4/27/2025,PayPal,Mumbai,returned
269,Graphic Hoodie,Clothing - Outerwear,12,2.01,809.08,Tildi Brabender,tbrabender7g@blogger.com,4/17/2020,PayPal,Hyderabad,delivered
270,Samoas Cookie Mix,Food - Baking,34,85.56,266.61,Rustin Merriton,rmerriton7h@com.com,6/13/2025,PayPal,Ahmedabad,returned
271,Savory Pumpkin Soup,Food - Soups,96,69.82,274.51,Fidela Blaisdale,fblaisdale7i@youku.com,3/1/2021,Google Pay,Jaipur,cancelled
272,Organic Brown Rice Cakes,Food - Snacks,53,9.5,631.29,Cristin Atter,catter7j@wikispaces.com,6/18/2020,PayPal,Bangalore,returned
273,Pet First Aid Kit,Pets,91,14.84,203.82,Dilan Seeman,dseeman7k@over-blog.com,2/5/2026,Gift card,Pune,returned
274,Cushion Covers,Home,99,78.63,274.07,Early Castagnasso,ecastagnasso7l@people.com.cn,7/19/2021,Cash,Lucknow,on hold
275,Tuna Fish (canned),Food - Canned Goods,53,16.73,814.53,Valery Garvie,vgarvie7m@ucsd.edu,3/18/2026,credit card,Kolkata,cancelled
276,Reversible Swimming Pool Lounger,Outdoor,72,59.12,375.94,Weber Retter,wretter7n@wikispaces.com,6/23/2021,Cash,Mumbai,delivered
277,Chino Shorts,Clothing - Bottoms,25,81.69,570.7,Evangelin Dmisek,edmisek7o@123-reg.co.uk,5/18/2023,credit card,Delhi,completed
278,Gluten-Free Brownies,Food - Baking,36,72.86,638.47,Sim Frankton,sfrankton7p@mlb.com,4/23/2024,Cash,Kolkata,returned
279,Lemon Pepper Seasoning,Food - Seasonings,28,23.66,720.06,Danell Brackpool,dbrackpool7q@yahoo.com,12/18/2026,Gift card,Mumbai,pending
280,Pest Control Traps,Home,84,55.85,279.73,Dante Mallindine,dmallindine7r@last.fm,11/24/2023,Cash,Chennai,pending
281,Colorful Post-It Notes Set,Office,30,48.15,72.11,Debera Inold,dinold7s@blogs.com,6/26/2020,Gift card,Jaipur,on hold
282,Multi-Port USB Hub,Electronics,23,65.23,919.33,Mercedes Claire,mclaire7t@netscape.com,8/16/2024,Gift card,Kolkata,pending
283,Foot Spa Bath Massager,Health,4,37.36,347.76,Lucho LeEstut,lleestut7u@chronoengine.com,7/23/2020,Cash,Bangalore,backordered
284,Travel Mug with Leak-Proof Lid,Kitchen,38,85.42,558.09,Natale Tomaszek,ntomaszek7v@naver.com,5/24/2022,Cash,Chennai,on hold
285,Frozen Mixed Vegetables,Food - Frozen,73,20.2,695.43,Aviva Scanderet,ascanderet7w@wikimedia.org,7/19/2022,Cash,Lucknow,backordered
286,Non-Toxic Crayons for Kids,Toys,7,84.2,704.66,Windy Fine,wfine7x@weibo.com,9/4/2020,credit card,Mumbai,processing
287,Adjustable Kitchen Broom Stand,Home,45,48.99,674.54,Frieda Synke,fsynke7y@joomla.org,8/16/2023,Gift card,Delhi,shipped
288,Water-Resistant Bluetooth Speaker,Audio,2,58.67,393.24,Rodney Joyce,rjoyce7z@qq.com,3/9/2025,Google Pay,Pune,backordered
289,Coconut Oil Spray,Food - Cooking Oils,5,30.15,798.86,Doralia Bosma,dbosma80@newyorker.com,7/29/2025,Gift card,Pune,refunded
290,Chipotle Sauce,Food - Condiments,3,45.11,234.12,Tilly Ayscough,tayscough81@abc.net.au,1/28/2020,Gift card,Ahmedabad,pending
291,Mashed Sweet Potatoes,Food - Sides,2,33.57,136.91,Betti Husher,bhusher82@exblog.jp,7/31/2026,Google Pay,Ahmedabad,on hold
292,Handheld Vacuum,Home Appliances,61,34.91,851.04,Shelley Heel,sheel83@nps.gov,9/28/2020,credit card,Bangalore,delivered
293,Adjustable Window Blind,Home,93,11.33,652.58,Vina Hallgate,vhallgate84@hexun.com,4/1/2025,credit card,Pune,processing
294,Travel Yoga Mat,Fitness,32,38.66,592.47,Lothario Audiss,laudiss85@trellian.com,9/7/2024,Cash,Chennai,completed
295,Vegan Mayonnaise,Food - Condiments,37,36.77,444.54,Nerty Stenyng,nstenyng86@blog.com,7/25/2020,Gift card,Bangalore,cancelled
296,Kids' Activity Book,Books,4,93.37,430.41,Pearl Klemencic,pklemencic87@kickstarter.com,1/22/2023,Gift card,Hyderabad,processing
297,Eco-Friendly Beeswax Wraps,Kitchen,30,78.17,585.65,Weidar Jillard,wjillard88@upenn.edu,11/25/2020,credit card,Pune,completed
298,Organic Italian Seasoning,Food - Spices,65,28.89,141.71,Aland Derwin,aderwin89@scribd.com,3/1/2026,Google Pay,Delhi,completed
299,Mushrooms,Food - Produce,15,42.55,434.49,Barclay Giacomi,bgiacomi8a@hud.gov,9/13/2023,Cash,Lucknow,on hold
300,Indestructible Dog Toy,Pets,56,66.53,672.63,Peterus Skelly,pskelly8b@goo.gl,2/11/2021,Cash,Ahmedabad,shipped
301,Coffee Maker,Kitchen,91,33.3,819.81,Guss Baignard,gbaignard8c@ca.gov,4/6/2023,credit card,Delhi,delivered
302,Portable Camping Shower,Outdoor,5,10.15,419.21,Sloane Jaray,sjaray8d@tamu.edu,4/25/2026,Gift card,Bangalore,shipped
303,Coconut Chips,Food - Snacks,75,6.66,647.76,Lian D'Alesco,ldalesco8e@godaddy.com,8/15/2021,Cash,Kolkata,returned
304,Thai Peanut Noodles,Food - Pasta,71,45.8,101.25,Courtney Petran,cpetran8f@washington.edu,1/1/2023,PayPal,Ahmedabad,completed
305,Belted Trench Coat,Clothing - Outerwear,23,22.03,538.06,Ham Cunningham,hcunningham8g@imgur.com,1/4/2020,Google Pay,Delhi,processing
306,Multi-Tool,Outdoor,55,64.91,700.21,Fidelity Bampford,fbampford8h@harvard.edu,4/14/2021,Apple Pay,Hyderabad,completed
307,Soft Plush Throw Blanket,Home,36,74.23,837.98,Teodor Lawrenz,tlawrenz8i@bing.com,5/13/2024,Apple Pay,Hyderabad,shipped
308,Skincare Set,Beauty,77,18.11,947.94,Dorris Covely,dcovely8j@narod.ru,1/15/2023,Apple Pay,Kolkata,delivered
309,Chocolate Dipped Fruit,Food - Snacks,30,65.53,490.5,Parke Gledhall,pgledhall8k@nyu.edu,1/8/2026,Google Pay,Delhi,on hold
310,Adjustable Bar Stools,Furniture,66,47.33,373.33,Hoebart Stille,hstille8l@gizmodo.com,7/18/2023,Google Pay,Kolkata,returned
311,Buffalo Wing Sauce,Food - Condiments,45,23.65,377.81,Tracy Stinson,tstinson8m@abc.net.au,7/3/2021,Gift card,Ahmedabad,processing
312,Organic Blueberries,Food - Fruits,69,1.65,123.59,Donnie Arenson,darenson8n@1und1.de,7/30/2020,PayPal,Ahmedabad,delivered
313,Freestanding Wine Rack,Home,41,10.23,103.77,Amandy De Bruijn,ade8o@blogspot.com,4/10/2023,PayPal,Jaipur,pending
314,Wireless Charging Station,Electronics,82,95.42,1.31,Haze Giacoboni,hgiacoboni8p@yale.edu,11/5/2020,credit card,Chennai,on hold
315,Chocolate Chip Cookie Mix,Food - Baking,95,64.18,371.87,Fayette Forson,fforson8q@cyberchimps.com,1/28/2024,Apple Pay,Pune,refunded
316,Home Delivery Food Journal,Health,6,61.92,749.41,Free Nesey,fnesey8r@ftc.gov,12/13/2021,credit card,Mumbai,returned
317,Two-Tier Fruit Basket,Home,46,26.48,791.62,Brigid Godart,bgodart8s@cmu.edu,8/17/2020,Apple Pay,Ahmedabad,delivered
318,Laptop Stand,Accessories,43,97.69,34.04,Tobey Astupenas,tastupenas8t@indiatimes.com,3/19/2023,credit card,Pune,completed
319,Almond Butter Cups,Food - Snacks,75,49.22,942.72,Parker Yellowlee,pyellowlee8u@arizona.edu,4/28/2024,credit card,Ahmedabad,cancelled
320,Black Bean Spaghetti,Food - Pasta,19,17.22,839.29,Vivyan Vasilchenko,vvasilchenko8v@uiuc.edu,5/24/2025,Cash,Jaipur,pending
321,Laptop Sleeve,Accessories,33,8.2,944.05,Netti Fine,nfine8w@cdbaby.com,3/13/2023,Gift card,Lucknow,pending
322,Cranberry Almond Biscotti,Food - Bakery,50,63.06,920.38,Corilla Rehorek,crehorek8x@blogspot.com,7/7/2025,credit card,Hyderabad,cancelled
323,Wireless Earbud Silicone Covers,Accessories,24,44.99,685.51,Zebulen Bjerkan,zbjerkan8y@mediafire.com,7/31/2024,Apple Pay,Jaipur,returned
324,Patterned Knit Scarf,Clothing - Accessories,11,88.14,840.18,Stormy Bourgour,sbourgour8z@dailymotion.com,7/29/2023,Gift card,Delhi,on hold
325,Classic Chicken Noodle Soup,Food - Canned Goods,10,14.2,545.65,Morten Kirstein,mkirstein90@about.com,2/6/2025,Gift card,Lucknow,refunded
326,Garam Masala Spice Blend,Food - Spices,38,7.92,199.8,Corrie Rosenboim,crosenboim91@friendfeed.com,8/7/2022,PayPal,Delhi,cancelled
327,Creamy Coleslaw Mix,Food - Produce,48,8.01,872.0,Ray Winkworth,rwinkworth92@aol.com,7/13/2022,Apple Pay,Lucknow,backordered
328,Cranberry Lime Sparkling Water,Food - Beverages,99,23.63,187.87,Kaile Sparrowe,ksparrowe93@tripadvisor.com,3/8/2025,Gift card,Kolkata,refunded
329,Canned Black Beans,Food - Canned Goods,97,95.96,148.98,Clevey Dallicott,cdallicott94@sitemeter.com,8/17/2026,Gift card,Lucknow,shipped
330,Rustic Italian Breads,Food - Bakery,37,62.93,782.2,Zacharias Quantrell,zquantrell95@ebay.com,10/17/2020,PayPal,Delhi,delivered
331,Elegant Lace Dress,Clothing - Dresses,93,74.12,761.51,Olga Feek,ofeek96@elegantthemes.com,3/12/2025,credit card,Ahmedabad,refunded
332,Almond Butter Cups,Food - Snacks,58,27.54,755.52,Sheri Fincham,sfincham97@paginegialle.it,6/13/2024,Cash,Ahmedabad,cancelled
333,Sparkling Blood Orange Soda,Food - Beverages,99,14.82,761.17,Tremayne Sargerson,tsargerson98@icio.us,5/26/2020,Cash,Pune,processing
334,Pumpkin Spice Cookies,Food - Bakery,49,2.66,601.43,Chrystel Prate,cprate99@trellian.com,12/4/2021,Cash,Jaipur,pending
335,Pumpkin Spice Latte Mix,Food - Beverages,74,53.86,914.93,Phyllys Bakewell,pbakewell9a@cisco.com,9/20/2026,Gift card,Hyderabad,on hold
336,Shoe Organizer,Home,88,33.0,150.58,Major Twelve,mtwelve9b@issuu.com,8/16/2024,Apple Pay,Hyderabad,completed
337,Digital Alarm Clock,Home,51,84.89,963.39,Tome Beeble,tbeeble9c@dailymotion.com,8/11/2024,Cash,Ahmedabad,shipped
338,High-Speed Hand Blender,Kitchen,53,97.54,826.75,Virgie Krinks,vkrinks9d@ebay.co.uk,3/3/2026,Gift card,Hyderabad,delivered
339,Memory Card,Storage,63,39.27,507.42,Cesare Di Giacomettino,cdi9e@bandcamp.com,8/17/2024,credit card,Chennai,shipped
340,Sporty Leggings,Clothing - Activewear,64,47.65,494.19,Martica Triner,mtriner9f@comcast.net,7/21/2022,Cash,Chennai,processing
341,Ice Cream Scoop,Kitchen,89,74.42,44.13,Regine Moss,rmoss9g@ted.com,3/11/2021,Google Pay,Mumbai,processing
342,Classic Slim Fit Shirt,Clothing - Shirts,64,76.88,244.36,Vite McPartling,vmcpartling9h@artisteer.com,7/23/2026,PayPal,Chennai,cancelled
343,Spicy BBQ Sauce,Food - Condiments,71,75.58,531.35,Rafael Freke,rfreke9i@ibm.com,5/29/2021,PayPal,Lucknow,cancelled
344,Almond Joy Bars,Food - Confectionery,5,18.45,528.19,Asia Santhouse,asanthouse9j@desdev.cn,2/18/2026,Apple Pay,Ahmedabad,cancelled
345,Portable Hammock Swing,Outdoor,1,82.18,917.11,Tine Cason,tcason9k@freewebs.com,11/5/2023,credit card,Ahmedabad,returned
346,Greek Feta Cheese,Food - Dairy,71,72.11,107.12,Meggy Croose,mcroose9l@amazon.de,10/5/2020,Cash,Jaipur,on hold
347,Silicone Baking Mat,Kitchen,15,85.37,470.55,Sherline Bentote,sbentote9m@sourceforge.net,10/25/2026,Apple Pay,Delhi,returned
348,Watercolor Set,Art Supplies,88,4.96,585.11,Amandie Cammidge,acammidge9n@sohu.com,4/6/2020,credit card,Delhi,on hold
349,Kids' Art Easel,Toys,91,21.91,247.03,Gene Redsull,gredsull9o@furl.net,2/10/2025,Google Pay,Bangalore,returned
350,Herb-Infused Olive Oil,Food - Oils,91,17.2,132.92,Mikey Morman,mmorman9p@theatlantic.com,10/12/2024,Gift card,Mumbai,returned
351,Freestanding Wine Rack,Home,37,27.77,4.71,Iago Riccioppo,iriccioppo9q@flickr.com,4/26/2026,Google Pay,Ahmedabad,shipped
352,Spicy Tuna Salad,Food - Seafood,82,6.16,155.52,Elsie Barthrup,ebarthrup9r@elpais.com,6/24/2021,Gift card,Lucknow,processing
353,Lemon Herb Grilled Chicken,Food - Meat,64,88.1,623.63,Dietrich Heenan,dheenan9s@sbwire.com,2/15/2020,Apple Pay,Lucknow,delivered
354,Dish Soap Dispenser,Kitchen,18,39.06,637.7,Lynn Dougan,ldougan9t@de.vu,1/27/2020,Gift card,Pune,pending
355,Herbal Tea Infuser,Kitchen,81,4.4,753.28,Krishnah Maith,kmaith9u@google.com,9/26/2022,Gift card,Chennai,backordered
356,Artisan Pickles,Food - Condiments,20,80.32,782.88,Hector Silver,hsilver9v@youku.com,4/6/2024,Cash,Pune,processing
357,Black Bean Spaghetti,Food - Pasta,73,87.9,553.38,Brandy Nicol,bnicol9w@jugem.jp,8/5/2022,Gift card,Chennai,on hold
358,Digital Meat Thermometer,Kitchen,17,42.82,664.64,Laina Bassill,lbassill9x@sbwire.com,4/13/2024,Cash,Lucknow,delivered
359,Organic Tomato Soup,Food - Canned Goods,56,25.58,796.91,Crysta Haxby,chaxby9y@skyrock.com,4/10/2022,PayPal,Chennai,refunded
360,Smart Light Switch,Smart Home,32,92.81,46.13,Shermy Hallock,shallock9z@bluehost.com,8/31/2023,PayPal,Chennai,refunded
361,Whipped Cream Cheese,Food - Dairy,20,67.71,870.81,Cordy Sammon,csammona0@newyorker.com,4/30/2023,Gift card,Lucknow,completed
362,Travel Sewing Kit,Travel,64,22.98,635.9,Kathrine Tunbridge,ktunbridgea1@merriam-webster.com,10/21/2024,Apple Pay,Kolkata,refunded
363,Adjustable Laptop Stand,Office,88,66.55,753.36,Glenine Sarfass,gsarfassa2@tinyurl.com,12/14/2022,Google Pay,Bangalore,delivered
364,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,10,34.13,856.52,Iris Meriton,imeritona3@army.mil,3/5/2025,Gift card,Chennai,backordered
365,Coconut Curry Sauce,Food - Sauces,28,39.47,733.7,Alvie Maudsley,amaudsleya4@w3.org,7/4/2021,credit card,Ahmedabad,completed
366,Fruit Medley Juice,Food - Beverages,64,3.38,913.52,Loy Arrington,larringtona5@independent.co.uk,12/28/2020,PayPal,Ahmedabad,cancelled
367,Scent Diffuser Oil,Home,92,99.6,846.76,Betsey Seacroft,bseacrofta6@diigo.com,5/5/2020,Cash,Kolkata,cancelled
368,Coconut Chia Pudding,Food - Dairy,57,44.02,409.93,Lynnett Gershom,lgershoma7@huffingtonpost.com,4/18/2025,Apple Pay,Pune,cancelled
